"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Antsp_t","X1","Recruit","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Antsp_t1","NP_adult","NP_juv","CV","WVL","Damage","MA","comments","X","logsize_t","logsize_t1","ant_t","ant_t1","flower1_YN","occ_t","occ_t1"
"3770","1","73C",0,2014,8,7,5,0,0,0,0,0,"vacant",2015,NA,0,1,8,6,3,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",4.32278371619735,3.74741957129378,"vacant","vacant",FALSE,"vac","vac"
"3771","1","73D",0,2014,8,5,2,0,0,0,0,0,"vacant",2015,NA,0,1,8,3,1,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",3.24479071473197,2.12555913886113,"vacant","vacant",FALSE,"vac","vac"
"3772","1","75A",0,2014,37,33,34,9,0,0,0,17,"liom",2015,NA,0,1,44,45,29,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",9.29383202636767,9.66584869526811,"liom","vacant",FALSE,"occ","vac"
"3773","1","75B",0,2014,30,35,10,0,0,0,0,3,"liom",2015,NA,0,1,36,24,16,3,0,0,0,7,"liom",NA,NA,NA,NA,NA,NA,"","",8.2880512361443,8.23480672162549,"liom","liom",FALSE,"occ","occ"
"3774","1","82A",0,2014,18,8,6,0,0,0,0,0,"vacant",2015,NA,0,1,29,15,5,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",5.44201529206819,6.63228925203596,"vacant","vacant",FALSE,"vac","vac"
"3775","1","82B",0,2014,7,4,2,0,0,0,0,0,"vacant",2015,NA,0,1,12,7,2,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",2.80295796245293,4.15288467940195,"vacant","vacant",FALSE,"vac","vac"
"3776","1","82C",0,2014,10,3,2,0,0,0,0,0,"vacant",2015,NA,0,1,12,2,1.5,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",2.79498979280376,2.26396146172025,"vacant","vacant",FALSE,"vac","vac"
"3777","1","92A",NA,2014,6,2.5,1,2,0,0,0,0,"vacant",2015,NA,0,1,7,5,1.5,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",1.5708142811603,2.96304337780001,"vacant","vacant",FALSE,"vac","vac"
"3778","1","92B",NA,2014,8,3,2,5,0,0,0,0,"vacant",2015,NA,0,1,9,7,3,5,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"was missing tag, but in correct spot","",2.57184624148955,4.07592363826582,"vacant","vacant",FALSE,"vac","vac"
"3779","1","TR1",1,2014,46,41,40,5,0,0,0,3,"liom",2015,NA,0,1,59,54,37,2,0,0,0,3,"for",NA,NA,NA,NA,NA,NA,"","",9.89106858077548,10.3727853318809,"liom","other",FALSE,"occ","occ"
"3780","1","TR11",1,2014,43,23,14,7,0,0,0,6,"liom",2015,NA,0,1,47,27,17,5,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",8.25656481592352,8.69205574448809,"liom","vacant",FALSE,"occ","vac"
"3781","1","TR12",1,2014,60,41,30,0,0,0,0,0,"vacant",2015,NA,0,1,63,41,32,0,0,0,0,2,"for",NA,NA,NA,NA,NA,NA,"","",9.89323319124624,9.99758248362982,"vacant","other",FALSE,"vac","occ"
"3782","1","TR13",1,2014,22,21,14,1,0,0,0,7,"crem",2015,NA,0,1,40,34,30,4,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",7.47526745127865,9.28017449577479,"crem","vacant",FALSE,"occ","vac"
"3783","1","TR2",1,2014,49,40,25,9,1,1,0,12,"liom",2015,NA,0,1,62,37,27,0,1,1,0,1,"liom",NA,NA,NA,NA,NA,NA,"","",9.51412371284341,9.71842942670594,"liom","liom",TRUE,"occ","occ"
"3784","1","TR3",1,2014,54,34,28,8,0,0,0,3,"liom",2015,NA,0,1,63,40,33,3,0,0,0,2,"liom",NA,NA,NA,NA,NA,NA,"","",9.51678169159597,9.99758248362982,"liom","liom",FALSE,"occ","occ"
"3785","1","TR5",1,2014,33,19,11,1,0,0,0,1,"liom",2015,NA,0,1,23,22,14,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",7.5724311997323,7.57606096778288,"liom","vacant",FALSE,"occ","vac"
"3786","1","TR8",1,2014,48,33,26,4,0,0,0,13,"liom",2015,NA,0,1,77,41,29,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",9.29980477366084,10.1143247808939,"liom","vacant",FALSE,"occ","vac"
"3787","1","TR9",1,2014,47,41,4,1,0,0,0,10,"liom",2015,NA,0,1,66,53,36,0,0,0,0,1,"for",NA,NA,NA,NA,NA,NA,"","",8.73700145619221,10.4404563564322,"liom","other",FALSE,"occ","occ"
"3788","2","1",0,2014,62,52,40,18,0,0,0,41,"crem",2015,NA,0,1,69,56,44,1,2,2,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",10.4442404140847,10.717975751515,"crem","vacant",TRUE,"occ","vac"
"3789","2","2",0,2014,69,41,40,10,0,2,2,42,"crem",2015,NA,0,1,77,48,48,19,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",10.2965336888836,10.7460306797309,"crem","vacant",FALSE,"occ","vac"
"3790","2","3",0,2014,41,49,40,0,0,0,0,0,"vacant",2015,NA,0,1,40,52,34,4,1,1,0,2,"for",NA,NA,NA,NA,NA,NA,"","",9.9643736811101,9.87110292156246,"vacant","other",TRUE,"vac","occ"
"3791","2","5",0,2014,20,14,5,1,0,0,0,0,"vacant",2015,NA,0,1,22,8,5,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.15813910682838,5.4944700432229,"vacant","vacant",FALSE,"vac","vac"
"3792","2","8",0,2014,134,142,157,14,11,48,37,12,"liom",2015,NA,0,1,136,190,102,25,54,62,8,2,"liom",NA,NA,NA,NA,NA,NA,"","",13.5722558216738,13.5396913652141,"liom","liom",TRUE,"occ","occ"
"3793","2","9",0,2014,80,82,68,17,4,4,0,16,"liom",2015,NA,0,1,75,85,63,24,3,3,0,1,"for",NA,NA,NA,NA,NA,NA,"1 liom ant","",11.6768260978079,11.585441536006,"liom","other",TRUE,"occ","occ"
"3794","2","11",0,2014,83,76,76,41,8,17,9,20,"crem",2015,NA,0,1,90,88,88,8,8,12,4,0,"vacant",NA,NA,NA,NA,NA,NA,"","",11.7401305244307,12.1143065353481,"crem","vacant",TRUE,"occ","vac"
"3795","2","13",0,2014,115,78,53,11,23,28,5,31,"crem",2015,NA,0,1,93,85,55,4,13,15,2,2,"liom",NA,NA,NA,NA,NA,NA,"","",11.7688556497071,11.6894132133134,"crem","liom",TRUE,"occ","occ"
"3796","2","16",0,2014,61,45,26,14,0,0,0,11,"crem",2015,NA,0,1,59,45,33,11,3,3,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",9.90976249319745,10.0644839722264,"crem","vacant",TRUE,"occ","vac"
"3797","2","17",0,2014,86,77,77,15,0,0,0,4,"crem",2015,NA,0,1,93,84,72,16,5,5,0,1,"unk",NA,NA,NA,NA,NA,NA,"","",11.8017813760223,11.9058403825938,"crem","other",TRUE,"occ","occ"
"3798","2","18",0,2014,26,12,12,3,0,0,0,5,"crem",2015,NA,0,1,38,21,13,2,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.88773307365888,7.96383608390022,"crem","vacant",FALSE,"occ","vac"
"3799","2","19",0,2014,74,55,45,21,0,0,0,44,"crem",2015,NA,0,1,82,65,49,27,4,5,1,0,"vacant",NA,NA,NA,NA,NA,NA,"","",10.7879343401219,11.1526450189948,"crem","vacant",TRUE,"occ","vac"
"3800","2","21",0,2014,69,76,47,18,0,0,0,0,"vacant",2015,NA,0,1,75,73,46,19,2,2,0,11,"for",NA,NA,NA,NA,NA,NA,"","",11.1320040902836,11.1492639747009,"vacant","other",TRUE,"vac","occ"
"3801","2","22",0,2014,42,23,18,0,0,0,0,0,"vacant",2015,NA,0,1,45,20,19,2,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",8.43834262663349,8.40731465697112,"vacant","vacant",FALSE,"vac","vac"
"3802","2","24",0,2014,111,69,60,24,1,3,2,6,"liom",2015,NA,0,1,104,84,70,19,8,10,2,2,"for",NA,NA,NA,NA,NA,NA,"","",11.7026838849772,11.9918249789101,"liom","other",TRUE,"occ","occ"
"3803","2","25",0,2014,105,103,91,19,2,8,6,4,"liom",2015,NA,0,1,122,109,91,22,2,7,5,7,"for",NA,NA,NA,NA,NA,NA,"","",12.4632055432257,12.6741846527708,"liom","other",TRUE,"occ","occ"
"3804","2","27",0,2014,36,42,17,4,0,0,0,1,"aph",2015,NA,0,1,42,41,30,10,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",9.01212270120906,9.53655824730751,"other","vacant",FALSE,"occ","vac"
"3805","2","31",0,2014,128,85,55,12,0,4,4,37,"crem",2015,NA,0,1,112,80,64,2,5,6,1,0,"vacant",NA,NA,NA,NA,NA,NA,"","",12.0088439840797,11.9316543453886,"crem","vacant",TRUE,"occ","vac"
"3806","2","34",0,2014,14,14,3,0,0,0,0,0,"vacant",2015,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",5.5790128926692,NA,"vacant",NA,NA,"vac",NA
"3807","2","35",0,2014,21,4,11,7,0,0,0,15,"aph",2015,NA,0,1,37,33,13,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"slant measurement","",5.73415171486935,8.54172958056392,"other","vacant",FALSE,"occ","vac"
"3808","2","36",0,2014,93,55,47,4,1,2,1,5,"crem",2015,NA,0,1,95,60,52,17,5,6,1,3,"for",NA,NA,NA,NA,NA,NA,"","",11.0560739946633,11.2644035091322,"crem","other",TRUE,"occ","occ"
"3809","2","37",0,2014,108,86,58,16,2,19,17,7,"aph",2015,NA,0,1,109,97,59,7,15,15,0,9,"for",NA,NA,NA,NA,NA,NA,"","",11.8952867012177,12.0645887716697,"other","other",TRUE,"occ","occ"
"3810","2","42",0,2014,75,66,48,2,0,0,0,1,"aph",2015,NA,0,1,78,67,29,19,1,1,0,10,"for",NA,NA,NA,NA,NA,NA,"","",11.0634138852668,10.7589340845668,"other","other",TRUE,"occ","occ"
"3811","2","45",0,2014,114,75,58,15,10,25,15,19,"for",2015,NA,0,1,121,110,45,18,18,21,3,33,"for",NA,NA,NA,NA,NA,NA,"4 crem, 1 ladybug, 1 spider","",11.7904255797795,12.1561696543767,"other","other",TRUE,"occ","occ"
"3812","2","46",0,2014,76,66,41,6,0,4,4,1,"aph",2015,NA,0,1,76,64,43,11,0,0,0,8,"for",NA,NA,NA,NA,NA,NA,"","",10.9499198841517,10.9499198841517,"other","other",FALSE,"occ","occ"
"3813","2","47",0,2014,68,52,44,15,1,7,6,46,"crem",2015,NA,0,1,75,52,45,8,2,3,1,4,"crem",NA,NA,NA,NA,NA,NA,"","",10.6217329630533,10.7404389454846,"crem","crem",TRUE,"occ","occ"
"3814","2","48",0,2014,57,53,36,18,0,0,0,45,"liom",2015,NA,0,1,72,61,53,9,0,0,0,14,"liom",NA,NA,NA,NA,NA,NA,"","",10.2938528822403,11.0225918907466,"liom","liom",FALSE,"occ","occ"
"3815","2","49",0,2014,119,74,60,28,0,0,0,40,"liom",2015,NA,0,1,82,83,67,15,4,6,2,16,"liom",NA,NA,NA,NA,NA,NA,"","",11.8483319679549,11.7015187103983,"liom","liom",TRUE,"occ","occ"
"3816","2","51",0,2014,94,51,60,25,2,2,0,32,"liom",2015,NA,0,1,106,80,64,13,7,7,0,8,"liom",NA,NA,NA,NA,NA,NA,"","",11.2358840598362,11.8765945682056,"liom","liom",TRUE,"occ","occ"
"3817","2","52",0,2014,34,20,14,4,0,0,0,17,"crem",2015,NA,0,1,40,30,17,3,0,0,0,4,"liom",NA,NA,NA,NA,NA,NA,"","",7.85261044878999,8.66270353247556,"crem","liom",FALSE,"occ","occ"
"3818","2","53",0,2014,25,13,12,1,0,0,0,4,"crem",2015,NA,0,1,27,15,13,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.93015634954611,7.23377476129625,"crem","vacant",FALSE,"occ","vac"
"3819","2","54",0,2014,47,44,44,16,1,1,0,19,"liom",2015,NA,0,1,63,50,44,0,0,0,0,2,"liom",NA,NA,NA,NA,NA,NA,"","",10.078350105608,10.503253165873,"liom","liom",FALSE,"occ","occ"
"3820","2","55",0,2014,34,49,36,0,0,0,0,6,"liom",2015,NA,0,1,47,61,32,10,0,0,0,12,"liom",NA,NA,NA,NA,NA,NA,"","",9.6851919125383,10.1888754629581,"liom","liom",FALSE,"occ","occ"
"3821","2","56",0,2014,72,49,31,9,0,0,0,4,"for",2015,NA,0,1,73,57,42,13,2,3,1,4,"liom",NA,NA,NA,NA,NA,NA,"right side of a boulder, facing mountain","",10.3142482633053,10.7542280163591,"other","liom",TRUE,"occ","occ"
"3822","2","57",0,2014,100,46,44,0,0,0,0,36,"liom",2015,NA,0,1,84,60,42,8,0,0,0,6,"for",NA,NA,NA,NA,NA,NA,"","",10.8783184015901,10.9542913003534,"liom","other",FALSE,"occ","occ"
"3823","2","58",0,2014,52,46,40,4,0,0,0,9,"liom",2015,NA,0,1,62,58,47,3,0,0,0,1,"for",NA,NA,NA,NA,NA,NA,"","",10.13346718603,10.7085839603016,"liom","other",FALSE,"occ","occ"
"3824","2","59",0,2014,31,13,8,2,0,0,0,7,"crem",2015,NA,0,1,21,9,7,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.7965609548735,5.86322875714449,"crem","vacant",FALSE,"occ","vac"
"3825","2","61",0,2014,20,13,7,1,0,0,0,13,"crem",2015,NA,0,1,22,22,19,2,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.26072569560348,7.79171546170844,"crem","vacant",FALSE,"occ","vac"
"3826","2","64",0,2014,20,14,11,0,0,0,0,0,"vacant",2015,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.7070127982319,NA,"vacant",NA,NA,"vac",NA
"3827","2","66",NA,2014,10,1.5,1.5,0,0,0,0,0,"vacant",2015,NA,0,1,13,2,1,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"barely alive","",1.77333854527177,2.03570280973927,"vacant","vacant",FALSE,"vac","vac"
"3828","2","68",0,2014,58,41,33,5,0,0,0,3,"unk",2015,NA,0,1,77,53,45,2,5,6,1,0,"vacant",NA,NA,NA,NA,NA,NA,"measured the oblique height","",9.94210207189627,10.7872692541363,"other","vacant",TRUE,"occ","vac"
"3829","2","69",NA,2014,24,18,7,0,0,0,0,0,"vacant",2015,NA,0,1,7,5,3,3,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.88933435502586,3.37832210735649,"vacant","vacant",FALSE,"vac","vac"
"3830","2","70",NA,2014,73,64,34,5,0,0,0,33,"crem",2015,NA,0,1,78,76,29,11,0,0,0,7,"for",0,0,NA,NA,NA,0,"","",10.733923273431,10.9381584019461,"crem","other",FALSE,"occ","occ"
"3831","2","71",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA
"3832","2","72",NA,2014,25,13,5,2,0,0,0,2,"aph",2015,NA,0,1,37,23,16,5,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.27314821560204,8.21157007984503,"other","vacant",FALSE,"occ","vac"
"3833","2","73",NA,2014,18,14,10,0,0,0,0,10,"crem",2015,NA,0,1,20,15,13,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.52000829353357,6.93367016884591,"crem","vacant",FALSE,"occ","vac"
"3834","2","74",NA,2014,19,25,14,0,0,0,0,5,"liom",2015,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"not found","",7.54509114636724,NA,"liom",NA,NA,"occ",NA
"3835","2","75",NA,2014,15,9,8,2,0,0,0,0,"vacant",2015,NA,0,1,18,15,8,3,0,0,0,1,"for",NA,NA,NA,NA,NA,NA,"","",5.64800576415615,6.43488906469597,"vacant","other",FALSE,"vac","occ"
"3836","2","76",NA,2014,12,9,6,1,0,0,0,0,"vacant",2015,NA,0,1,9,9,8,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",5.17453592693393,5.13718014039016,"vacant","vacant",FALSE,"vac","vac"
"3837","2","77",NA,2014,14,14,8,0,0,0,0,0,"vacant",2015,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",6.0946711112734,NA,"vacant",NA,NA,"vac",NA
"3838","2","78",NA,2014,7,3,1.5,1,0,0,0,0,"vacant",2015,NA,0,1,12,5,4.5,3,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",2.22759381754937,4.2610191219425,"vacant","vacant",FALSE,"vac","vac"
"3839","2","79",NA,2014,7,3,0,0,0,0,0,0,"vacant",2015,NA,0,1,7,5,1,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"not found","",1.41666360133304,2.80295796245293,"vacant","vacant",FALSE,"vac","vac"
"3840","2","82",NA,2014,17,7,6,0,0,0,0,0,"vacant",2015,NA,0,1,15,16,13,5,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",5.2366409339208,6.71617073601667,"vacant","vacant",FALSE,"vac","vac"
"3841","2","83",NA,2014,12,4.5,2,1,0,0,0,0,"vacant",2015,NA,0,1,16,8,8,3,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",3.50203987853269,5.59129504166085,"vacant","vacant",FALSE,"vac","vac"
"3842","2","84",NA,2014,24,13,10,2,0,0,0,0,"vacant",2015,NA,0,1,29,15,13,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",6.72257113714775,7.30523372527839,"vacant","vacant",FALSE,"vac","vac"
"3843","2","85",NA,2014,1,0.5,0.5,0,0,0,0,0,"vacant",2015,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"cannot find plant, floating tag","",-2.72647112505849,NA,"vacant",NA,NA,"vac",NA
"3844","2","87",NA,2014,0.5,0.5,0.5,0,0,0,0,0,"vacant",2015,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",-3.41961830561844,NA,"vacant",NA,NA,"vac",NA
"3845","2","88",NA,2014,7,15,7,0,0,0,0,0,"vacant",2015,NA,0,1,13,21,12,2,0,0,0,2,"for",NA,NA,NA,NA,NA,NA,"","",5.40152393071345,6.83149335533601,"vacant","other",FALSE,"vac","occ"
"3846","2","89",0,2014,2,0.5,0.5,0,0,0,0,0,"vacant",2015,NA,0,1,3.5,0.5,0.5,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",-2.03332394449855,-1.47370815656312,"vacant","vacant",FALSE,"vac","vac"
"3847","2","90",NA,2014,16,12,7,5,0,0,0,0,"vacant",2015,NA,0,1,22,18,12,4,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",5.93499555551417,7.16696609162414,"vacant","vacant",FALSE,"vac","vac"
"3848","2","91",NA,2014,18,9.5,2,1,0,0,0,0,"vacant",2015,NA,0,1,22,18,7,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",5.04859470357608,6.80232297803623,"vacant","vacant",FALSE,"vac","vac"
"3849","2","92",NA,2014,8,4,3,0,0,0,0,0,"vacant",2015,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",3.24479071473197,NA,"vacant",NA,NA,"vac",NA
"3850","2","93",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,0,1,NA,13,10,6,2,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,5.38365567688261,NA,"vacant",FALSE,NA,"vac"
"3851","2","96",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,0,1,NA,19,8,3,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,5.01375839970469,NA,"vacant",FALSE,NA,"vac"
"3852","2","97",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,0,1,NA,19,8,6,3,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,5.49608251333847,NA,"vacant",FALSE,NA,"vac"
"3853","2","71A",NA,2014,17,9.5,3,0,0,0,0,0,"vacant",2015,NA,0,1,23,14,7,7,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",5.15819950761424,6.4980679663175,"vacant","vacant",FALSE,"vac","vac"
"3854","2","71B",NA,2014,10,9.5,2,0,0,0,0,0,"vacant",2015,NA,0,1,14,12,2,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",4.46080803867396,5.19070086378728,"vacant","vacant",FALSE,"vac","vac"
"3855","2","80A",NA,2014,7,4,1.5,2,0,0,0,0,"vacant",2015,NA,0,1,14,9,6,2,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",2.62893520847367,5.32868660676119,"vacant","vacant",FALSE,"vac","vac"
"3856","2","80B",NA,2014,10,3.5,3.5,3,0,0,0,0,"vacant",2015,NA,0,1,14,10,8,5,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",3.46793426604618,5.6933297203491,"vacant","vacant",FALSE,"vac","vac"
"3857","2","80C",NA,2014,10,6.5,3,3,0,0,0,0,"vacant",2015,NA,0,1,17,11,9,9,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",4.07869756514854,6.09820676610571,"vacant","vacant",FALSE,"vac","vac"
"3858","2","86A",NA,2014,0.5,0.5,0.5,0,0,0,0,0,"vacant",2015,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"floating tag","",-3.41961830561844,NA,"vacant",NA,NA,"vac",NA
"3859","2","86B",NA,2014,2.5,1,0.8,0,0,0,0,0,"vacant",2015,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"floating tag","",-0.634607063380098,NA,"vacant",NA,NA,"vac",NA
"3860","2","94A",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,1,1,NA,2,0.5,0.5,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,-2.03332394449855,NA,"vacant",FALSE,NA,"vac"
"3861","2","94B",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,1,1,NA,6,1,1,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,0.451582705289455,NA,"vacant",FALSE,NA,"vac"
"3862","2","95A",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,0,1,NA,4.5,1,1,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,0.163900632837674,NA,"vacant",FALSE,NA,"vac"
"3863","2","95B",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,0,1,NA,5,1,1,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,0.2692611484955,NA,"vacant",FALSE,NA,"vac"
"3864","2","95C",0,2014,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,0,1,NA,4.5,1,1,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",NA,0.163900632837674,NA,"vacant",FALSE,NA,"vac"
"3865","2","TR1",1,2014,37,32,39,12,0,0,0,21,"liom",2015,NA,0,1,43,39,38,7,0,0,0,13,"liom",NA,NA,NA,NA,NA,NA,"","",9.40980654166836,9.72233983434244,"liom","liom",FALSE,"occ","occ"
"3866","2","TR11",1,2014,50,51,47,10,0,0,0,37,"crem",2015,NA,0,1,66,55,51,3,0,0,0,5,"for",NA,NA,NA,NA,NA,NA,"","",10.3554868377108,10.7900618051921,"crem","other",FALSE,"occ","occ"
"3867","2","TR12",1,2014,28,13,7,0,0,0,0,0,"vacant",2015,NA,0,1,29,14,6,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"labeled on map aas 2-12, not TR12","",6.5971979322247,6.63228925203596,"vacant","vacant",FALSE,"vac","vac"
"3868","2","TR13",1,2014,52,32,18,0,0,0,0,0,"vacant",2015,NA,0,1,56,31,17,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",9.04881860437923,9.04128258749244,"vacant","vacant",FALSE,"vac","vac"
"3869","2","TR15",1,2014,38,42,33,6,0,0,0,4,"liom",2015,NA,0,1,49,38,36,6,0,0,0,5,"liom",NA,NA,NA,NA,NA,NA,"","",9.54609126174052,9.77347935946048,"liom","liom",FALSE,"occ","occ"
"3870","2","TR16",1,2014,31,29,27,0,0,0,0,5,"crem",2015,NA,0,1,35,29,28,1,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",8.75821946089695,8.91497947210002,"crem","vacant",FALSE,"occ","vac"
"3871","2","TR18",1,2014,39,37,22,9,0,0,0,2,"aph",2015,NA,0,1,46,46,31,3,0,0,0,1,"unk",NA,NA,NA,NA,NA,NA,"1-lg, blk, shiny ant","",9.09216540888259,9.78978111513797,"other","other",FALSE,"occ","occ"
"3872","2","TR2",1,2014,35,29,25,7,0,0,0,33,"liom",2015,NA,0,1,50,43,25,2,0,0,0,4,"liom",NA,NA,NA,NA,NA,NA,"","",8.80684502955947,9.62456729072187,"liom","liom",FALSE,"occ","occ"
"3873","2","TR3",1,2014,16,14,12,3,0,0,0,5,"liom",2015,NA,0,1,19,19,9,6,0,0,0,7,"for",NA,NA,NA,NA,NA,NA,"mapped as TR4, tagged as TR3 -- believe this was fixed (correct tag, placed on plant)","",6.56231067322425,6.88237687445836,"liom","other",FALSE,"occ","occ"
"3874","2","TR4",1,2014,45,57,29,6,0,0,0,21,"crem",2015,NA,0,1,57,61,31,3,0,0,0,1,"crem",NA,NA,NA,NA,NA,NA,"","",9.98888595721884,10.3601572968741,"crem","crem",FALSE,"occ","occ"
"3875","2","TR7",1,2014,46,23,22,4,0,0,0,0,"vacant",2015,NA,0,1,42,27,16,0,0,0,0,0,"vacant",NA,NA,NA,NA,NA,NA,"","",8.71549525097124,8.533598724612,"vacant","vacant",FALSE,"vac","vac"
"3876","3","1",0,2014,120,140,133,75,61,61,0,52,"liom",2015,NA,0,1,137,164,132,34,32,32,0,36,"liom",NA,NA,NA,NA,NA,NA,"","",13.2799642080935,13.5742287094178,"liom","liom",TRUE,"occ","occ"
"3877","3","2",0,2014,34,70,49,12,5,5,0,45,"liom",2015,NA,0,1,69,66,54,18,6,6,0,33,"liom",NA,NA,NA,NA,NA,NA,"","",10.3581363857807,11.0826188651029,"liom","liom",TRUE,"occ","occ"
"3878","3","3",0,2014,81,62,55,23,7,7,0,69,"liom",2015,NA,0,1,76,79,53,3,21,22,1,22,"liom",NA,NA,NA,NA,NA,NA,"","",11.1923258992095,11.3698660604006,"liom","liom",TRUE,"occ","occ"
"3879","3","4",0,2014,75,119,96,25,34,34,0,71,"liom",2015,NA,0,1,94,125,118,20,31,31,0,13,"liom",NA,NA,NA,NA,NA,NA,"","",12.3322930447331,12.8029465438926,"liom","liom",TRUE,"occ","occ"
